Top Level Branch,Top Level Sold To,Zone,Top Level Order,Top Level Line,Last Next Status,Shipment Number(s),TL SO Alert,ECD,ECD Notes,Line Creation,Top Level Type,Schedule Pick Date,Promised Delivery Date,Top Level Item,Supply Item Description,SRP1,SC Rep,Line Amount,Region Zone
Branch 2,Customer_3218,East,ORD783577,LINE513219,On Hold,SHP892309,,2024-08-04,production capacity limits,2024-07-26,Type 2,2024-07-28,2024-08-01,Product_9147,Description of item,371.66,Rep C,3096.09,Zone D
Branch 3,Customer_9486,North,ORD958117,LINE175940,Delivered,SHP416529,,2021-01-26,on track,2021-01-06,Type 1,2021-01-08,2021-01-26,Product_2589,Description of item,299.87,Rep D,3687.96,Zone A
Branch 2,Customer_2502,West,ORD282045,LINE229425,Shipped,SHP947053,,2025-04-16,on track,2025-03-29,Type 2,2025-03-31,2025-04-16,Product_8553,Description of item,298.6,Rep B,1629.7,Zone B
Branch 2,Customer_5222,South,ORD878832,LINE879526,Delivered,SHP454751,,2021-07-01,shipping container shortage,2021-06-07,Type 1,2021-06-09,2021-06-16,Product_8648,Description of item,489.19,Rep C,6549.23,Zone D
Branch 4,Customer_5240,North,ORD195601,LINE282345,Processing,SHP222318,URGENT,2022-06-12,raw material shortage,2022-05-28,Type 3,2022-05-30,2022-06-10,Product_830,Description of item,452.16,Rep B,1975.58,Zone B
Branch 2,Customer_8053,East,ORD831471,LINE637000,Delivered,SHP802540,URGENT,2024-04-04,demand surge,2024-03-21,Type 1,2024-03-23,2024-04-02,Product_897,Description of item,176.12,Rep B,3690.04,Zone B
Branch 2,Customer_2918,West,ORD680750,LINE802032,Delivered,SHP620868,,2024-06-21,on track,2024-06-04,Type 3,2024-06-06,2024-06-22,Product_119,Description of item,392.68,Rep A,7121.9,Zone A
Branch 4,Customer_9685,East,ORD822359,LINE536921,Shipped,SHP615504,,2021-09-22,on track,2021-09-13,Type 3,2021-09-15,2021-09-23,Product_7062,Description of item,156.86,Rep B,4057.9,Zone C
Branch 3,Customer_4688,North,ORD482621,LINE946416,Shipped,SHP163799,,2021-09-01,on track,2021-08-22,Type 3,2021-08-24,2021-09-01,Product_6165,Description of item,250.22,Rep C,2387.5,Zone D
Branch 2,Customer_8564,North,ORD416394,LINE437805,Shipped,SHP513615,,2024-05-22,holiday backlog,2024-04-28,Type 2,2024-04-30,2024-05-13,Product_4024,Description of item,383.71,Rep D,3804.12,Zone B
Branch 1,Customer_7132,West,ORD401762,LINE512356,On Hold,SHP105257,,2023-11-08,inventory mismatch,2023-10-10,Type 2,2023-10-12,2023-10-21,Product_10729,Description of item,23.22,Rep B,1109.8,Zone B
Branch 4,Customer_9064,South,ORD976895,LINE523617,Delivered,SHP967499,,2024-02-13,on track,2024-01-20,Type 3,2024-01-22,2024-02-13,Product_8379,Description of item,170.77,Rep A,8763.99,Zone A
Branch 1,Customer_8720,East,ORD930088,LINE487568,Processing,SHP196095,URGENT,2024-06-12,on track,2024-05-16,Type 2,2024-05-18,2024-06-13,Product_5037,Description of item,46.99,Rep A,9634.7,Zone C
Branch 4,Customer_9096,North,ORD571350,LINE334266,Shipped,SHP359763,,2020-08-24,on track,2020-07-30,Type 2,2020-08-01,2020-08-24,Product_10275,Description of item,190.18,Rep A,6453.04,Zone A
Branch 3,Customer_6062,North,ORD914287,LINE795603,Delivered,SHP196719,,2022-04-21,on track,2022-04-12,Type 3,2022-04-14,2022-04-21,Product_7074,Description of item,436.73,Rep D,4819.31,Zone C
Branch 4,Customer_4320,North,ORD287478,LINE131810,Delivered,SHP750353,,2022-05-22,supplier price changes,2022-04-22,Type 3,2022-04-24,2022-05-08,Product_8485,Description of item,151.45,Rep D,1662.31,Zone B
Branch 1,Customer_3360,North,ORD657779,LINE418652,Delivered,SHP379563,,2024-02-14,on track,2024-01-26,Type 2,2024-01-28,2024-02-14,Product_254,Description of item,46.25,Rep B,1473.02,Zone B
Branch 4,Customer_1973,North,ORD450223,LINE264641,On Hold,SHP860644,,2021-04-14,customs backlog,2021-02-27,Type 3,2021-03-01,2021-03-26,Product_3547,Description of item,225.38,Rep C,8280.48,Zone A
Branch 4,Customer_8413,North,ORD230160,LINE149385,Delivered,SHP348317,,2023-08-01,inventory mismatch,2023-07-15,Type 2,2023-07-17,2023-07-22,Product_2167,Description of item,271.46,Rep A,1026.64,Zone A
Branch 4,Customer_1226,West,ORD473444,LINE704806,On Hold,SHP856305,,2023-09-02,severe weather,2023-08-04,Type 1,2023-08-06,2023-08-19,Product_10081,Description of item,198.34,Rep B,2080.82,Zone B
Branch 1,Customer_1560,East,ORD177625,LINE802184,Processing,SHP930023,,2022-04-27,on track,2022-04-14,Type 2,2022-04-16,2022-04-28,Product_10406,Description of item,132.21,Rep B,6646.35,Zone C
Branch 3,Customer_4152,East,ORD471834,LINE808656,On Hold,SHP796155,,2023-02-05,QA inspection delays,2023-01-06,Type 3,2023-01-08,2023-01-30,Product_6474,Description of item,234.64,Rep A,1507.84,Zone B
Branch 2,Customer_7435,North,ORD110639,LINE326652,Processing,SHP354596,,2021-12-23,labor shortage,2021-11-19,Type 1,2021-11-21,2021-12-16,Product_2880,Description of item,276.9,Rep C,4327.05,Zone D
Branch 3,Customer_3971,West,ORD344360,LINE883879,Delivered,SHP176230,,2020-07-05,factory shutdown,2020-06-09,Type 2,2020-06-11,2020-07-03,Product_566,Description of item,208.33,Rep D,8577.18,Zone A
Branch 3,Customer_8277,South,ORD666490,LINE611557,Shipped,SHP652141,,2022-10-22,inflation impact,2022-10-06,Type 3,2022-10-08,2022-10-18,Product_3155,Description of item,389.5,Rep A,8840.85,Zone C
Branch 3,Customer_3086,North,ORD927725,LINE418147,Delivered,SHP677185,URGENT,2021-04-24,labor shortage,2021-03-25,Type 1,2021-03-27,2021-04-12,Product_7104,Description of item,461.69,Rep B,5881.56,Zone D
Branch 1,Customer_6271,North,ORD269889,LINE352780,On Hold,SHP723864,,2023-11-25,QA inspection delays,2023-10-26,Type 3,2023-10-28,2023-11-07,Product_5886,Description of item,161.9,Rep D,5520.8,Zone D
Branch 3,Customer_4664,North,ORD418981,LINE860152,Delivered,SHP301695,,2021-04-26,on track,2021-04-18,Type 3,2021-04-20,2021-04-27,Product_4240,Description of item,297.65,Rep A,9762.16,Zone A
Branch 3,Customer_6134,West,ORD408825,LINE888322,On Hold,SHP728679,,2023-04-05,severe weather,2023-03-24,Type 2,2023-03-26,2023-04-01,Product_9678,Description of item,242.5,Rep B,5192.16,Zone C
Branch 1,Customer_8402,South,ORD554912,LINE811619,Shipped,SHP948817,URGENT,2020-11-04,COVID-19 disruption,2020-10-15,Type 1,2020-10-17,2020-10-23,Product_4455,Description of item,190.58,Rep C,7478.43,Zone B
Branch 3,Customer_6379,South,ORD667830,LINE547122,On Hold,SHP901510,,2023-09-28,QA inspection delays,2023-09-12,Type 1,2023-09-14,2023-09-20,Product_4790,Description of item,178.15,Rep C,2309.24,Zone C
Branch 4,Customer_7935,South,ORD648727,LINE679911,Shipped,SHP948854,,2021-09-15,customs backlog,2021-09-04,Type 2,2021-09-06,2021-09-09,Product_11115,Description of item,254.68,Rep D,9863.09,Zone C
Branch 3,Customer_4065,East,ORD836432,LINE762753,Processing,SHP684964,URGENT,2022-03-05,inflation impact,2022-02-03,Type 3,2022-02-05,2022-02-14,Product_219,Description of item,282.67,Rep B,9951.45,Zone C
Branch 1,Customer_7744,East,ORD452677,LINE751737,Shipped,SHP440142,URGENT,2024-08-26,on track,2024-08-17,Type 1,2024-08-19,2024-08-26,Product_7363,Description of item,280.66,Rep C,7962.72,Zone C
Branch 3,Customer_3569,South,ORD264401,LINE781542,Processing,SHP868425,,2024-07-28,on track,2024-07-08,Type 1,2024-07-10,2024-07-28,Product_5871,Description of item,397.71,Rep C,4258.43,Zone D
Branch 2,Customer_7359,West,ORD617838,LINE426929,Delivered,SHP182711,URGENT,2025-03-28,other issue,2025-03-16,Type 1,2025-03-18,2025-03-27,Product_3761,Description of item,149.3,Rep B,6038.85,Zone D
Branch 3,Customer_1208,North,ORD718007,LINE413004,Processing,SHP617455,,2023-10-10,on track,2023-10-04,Type 3,2023-10-06,2023-10-10,Product_6785,Description of item,424.12,Rep C,2588.6,Zone B
Branch 1,Customer_7433,South,ORD616272,LINE960025,Shipped,SHP822077,URGENT,2022-08-09,inflation impact,2022-07-03,Type 1,2022-07-05,2022-07-25,Product_3070,Description of item,85.59,Rep D,6318.74,Zone A
Branch 2,Customer_8838,North,ORD457815,LINE317080,Shipped,SHP983697,,2021-07-21,labor shortage,2021-06-15,Type 1,2021-06-17,2021-07-12,Product_11854,Description of item,278.76,Rep C,3206.68,Zone B
Branch 2,Customer_8799,East,ORD788567,LINE333124,Processing,SHP477487,URGENT,2023-06-10,inventory mismatch,2023-05-18,Type 2,2023-05-20,2023-06-09,Product_3591,Description of item,402.46,Rep B,8558.16,Zone C
Branch 4,Customer_5032,East,ORD911966,LINE455639,Delivered,SHP802583,,2023-06-29,on track,2023-06-20,Type 2,2023-06-22,2023-06-30,Product_11773,Description of item,134.81,Rep B,9948.34,Zone C
Branch 3,Customer_4704,West,ORD423808,LINE808274,Delivered,SHP479112,,2021-07-06,customs backlog,2021-06-04,Type 1,2021-06-06,2021-06-23,Product_4292,Description of item,452.02,Rep C,9164.44,Zone D
Branch 3,Customer_1587,North,ORD965390,LINE168831,Processing,SHP479683,,2020-09-12,factory shutdown,2020-08-05,Type 1,2020-08-07,2020-09-01,Product_8901,Description of item,118.46,Rep A,7622.41,Zone A
Branch 3,Customer_1869,East,ORD556624,LINE257335,Delivered,SHP193458,,2025-04-18,other issue,2025-03-22,Type 3,2025-03-24,2025-04-16,Product_7492,Description of item,75.89,Rep B,5346.05,Zone C
Branch 1,Customer_1091,South,ORD147924,LINE581250,On Hold,SHP686076,URGENT,2021-08-15,on track,2021-07-20,Type 3,2021-07-22,2021-08-16,Product_11098,Description of item,450.78,Rep C,6087.25,Zone A
Branch 4,Customer_7848,West,ORD344289,LINE846637,On Hold,SHP295503,,2021-02-14,customs backlog,2021-01-13,Type 2,2021-01-15,2021-02-02,Product_1205,Description of item,494.29,Rep A,4902.57,Zone D
Branch 2,Customer_6771,East,ORD154573,LINE137413,Shipped,SHP705727,,2024-12-01,holiday backlog,2024-11-06,Type 1,2024-11-08,2024-11-15,Product_54,Description of item,242.01,Rep A,5770.82,Zone D
Branch 2,Customer_5345,East,ORD238725,LINE632896,On Hold,SHP929838,URGENT,2022-12-08,raw material shortage,2022-11-28,Type 2,2022-11-30,2022-12-05,Product_2238,Description of item,358.72,Rep A,4970.4,Zone B
Branch 3,Customer_1715,North,ORD558409,LINE739837,On Hold,SHP310514,URGENT,2023-04-28,QA inspection delays,2023-04-07,Type 2,2023-04-09,2023-04-15,Product_6827,Description of item,244.51,Rep A,4573.17,Zone B
Branch 3,Customer_1077,East,ORD966491,LINE714613,Shipped,SHP149480,,2021-01-01,supply chain delay,2020-11-25,Type 2,2020-11-27,2020-12-18,Product_1665,Description of item,237.05,Rep B,7393.51,Zone C
Branch 2,Customer_2835,South,ORD354131,LINE464052,Shipped,SHP235849,URGENT,2024-10-07,production capacity limits,2024-09-24,Type 3,2024-09-26,2024-10-01,Product_5742,Description of item,386.61,Rep D,2790.89,Zone B
Branch 1,Customer_3415,South,ORD215456,LINE720631,Shipped,SHP552809,,2022-08-10,inflation impact,2022-07-26,Type 3,2022-07-28,2022-08-02,Product_2077,Description of item,281.0,Rep A,8342.6,Zone B
Branch 4,Customer_1740,West,ORD834914,LINE130008,Delivered,SHP582409,URGENT,2024-02-22,production capacity limits,2024-01-30,Type 1,2024-02-01,2024-02-18,Product_847,Description of item,409.43,Rep A,6013.54,Zone C
Branch 1,Customer_4727,East,ORD679513,LINE943200,Shipped,SHP504036,URGENT,2023-05-04,on track,2023-04-10,Type 2,2023-04-12,2023-05-04,Product_5412,Description of item,162.13,Rep D,4221.11,Zone C
Branch 4,Customer_8293,North,ORD612754,LINE662832,Delivered,SHP397044,,2021-10-28,on track,2021-10-16,Type 2,2021-10-18,2021-10-28,Product_7527,Description of item,363.59,Rep A,1713.85,Zone A
Branch 2,Customer_4789,West,ORD743027,LINE283164,Delivered,SHP807908,,2022-11-07,inflation impact,2022-10-12,Type 1,2022-10-14,2022-10-24,Product_7131,Description of item,100.77,Rep C,6047.53,Zone D
Branch 3,Customer_7640,West,ORD274045,LINE858020,On Hold,SHP214665,,2022-07-25,supplier price changes,2022-07-01,Type 3,2022-07-03,2022-07-18,Product_7077,Description of item,24.05,Rep C,1294.54,Zone C
Branch 1,Customer_9407,North,ORD768408,LINE446485,Processing,SHP952235,,2022-12-21,inflation impact,2022-12-10,Type 1,2022-12-12,2022-12-16,Product_11329,Description of item,243.62,Rep C,8083.04,Zone C
Branch 2,Customer_8231,North,ORD803428,LINE507852,On Hold,SHP399976,URGENT,2023-06-17,on track,2023-05-26,Type 3,2023-05-28,2023-06-18,Product_2690,Description of item,130.07,Rep D,6238.57,Zone B
Branch 1,Customer_5767,North,ORD376096,LINE483672,Processing,SHP618157,,2021-01-21,on track,2020-12-31,Type 1,2021-01-02,2021-01-21,Product_2723,Description of item,316.25,Rep B,6385.38,Zone C
Branch 4,Customer_8231,East,ORD161230,LINE188879,Processing,SHP608342,URGENT,2021-11-09,shipping container shortage,2021-10-12,Type 3,2021-10-14,2021-11-04,Product_8138,Description of item,224.39,Rep C,9057.57,Zone D
Branch 1,Customer_2651,West,ORD250978,LINE524376,On Hold,SHP665327,URGENT,2023-11-17,QA inspection delays,2023-10-11,Type 1,2023-10-13,2023-10-31,Product_9447,Description of item,241.35,Rep B,6212.44,Zone C
Branch 4,Customer_9585,West,ORD152893,LINE835657,Delivered,SHP250661,,2020-11-20,on track,2020-11-09,Type 1,2020-11-11,2020-11-21,Product_6414,Description of item,273.0,Rep B,7527.11,Zone A
Branch 1,Customer_5834,South,ORD882057,LINE701545,On Hold,SHP328522,,2024-10-24,on track,2024-10-13,Type 1,2024-10-15,2024-10-26,Product_6598,Description of item,297.31,Rep A,1598.53,Zone A
Branch 4,Customer_3984,West,ORD221702,LINE593820,Shipped,SHP753079,,2024-05-10,production capacity limits,2024-04-05,Type 3,2024-04-07,2024-04-28,Product_998,Description of item,402.34,Rep A,7720.73,Zone B
Branch 2,Customer_7415,South,ORD986062,LINE395800,Processing,SHP101103,,2023-09-03,inventory mismatch,2023-07-26,Type 1,2023-07-28,2023-08-21,Product_9728,Description of item,182.18,Rep A,5886.8,Zone A
Branch 3,Customer_9708,North,ORD602456,LINE695901,On Hold,SHP985813,,2023-08-31,severe weather,2023-08-13,Type 1,2023-08-15,2023-08-21,Product_3360,Description of item,117.99,Rep B,3101.74,Zone C
Branch 1,Customer_5472,West,ORD622785,LINE151558,On Hold,SHP335785,,2024-11-04,on track,2024-10-27,Type 2,2024-10-29,2024-11-04,Product_2107,Description of item,78.13,Rep A,3967.29,Zone A
Branch 1,Customer_1045,West,ORD258464,LINE560203,Shipped,SHP408394,,2022-06-19,on track,2022-06-08,Type 1,2022-06-10,2022-06-19,Product_2108,Description of item,428.64,Rep C,9615.3,Zone B
Branch 1,Customer_2275,South,ORD751659,LINE526212,Shipped,SHP324708,,2021-07-05,on track,2021-06-23,Type 3,2021-06-25,2021-07-07,Product_6793,Description of item,86.5,Rep B,3881.62,Zone C
Branch 4,Customer_5159,North,ORD350959,LINE782870,Delivered,SHP171561,,2021-12-11,shipping container shortage,2021-11-14,Type 2,2021-11-16,2021-12-05,Product_936,Description of item,168.1,Rep A,5225.0,Zone B
Branch 3,Customer_1643,East,ORD897923,LINE807201,Shipped,SHP500790,,2024-02-16,demand surge,2024-01-27,Type 3,2024-01-29,2024-02-13,Product_4497,Description of item,105.77,Rep C,8684.77,Zone D
Branch 1,Customer_2039,South,ORD296837,LINE225795,Processing,SHP855467,URGENT,2024-01-09,severe weather,2023-11-25,Type 3,2023-11-27,2023-12-21,Product_11876,Description of item,267.06,Rep C,6739.71,Zone B
Branch 1,Customer_2849,North,ORD733288,LINE328454,Delivered,SHP722760,,2023-11-12,severe weather,2023-10-29,Type 1,2023-10-31,2023-11-07,Product_513,Description of item,361.1,Rep D,1398.24,Zone B
Branch 1,Customer_1607,North,ORD288174,LINE561153,On Hold,SHP520465,,2021-03-17,shipping container shortage,2021-02-13,Type 2,2021-02-15,2021-03-11,Product_9993,Description of item,395.71,Rep D,7472.97,Zone C
Branch 3,Customer_3726,East,ORD171776,LINE428366,Processing,SHP441954,,2022-04-04,on track,2022-03-10,Type 2,2022-03-12,2022-04-04,Product_898,Description of item,103.2,Rep A,4803.67,Zone C
Branch 1,Customer_3849,West,ORD654931,LINE373420,Processing,SHP349307,URGENT,2021-02-17,on track,2021-01-26,Type 1,2021-01-28,2021-02-17,Product_10299,Description of item,20.67,Rep B,6891.95,Zone B
Branch 4,Customer_4877,East,ORD508042,LINE965546,Processing,SHP111033,,2025-03-12,on track,2025-03-03,Type 3,2025-03-05,2025-03-13,Product_1168,Description of item,338.86,Rep A,1766.04,Zone C
Branch 3,Customer_1407,South,ORD967807,LINE549704,On Hold,SHP922090,URGENT,2023-05-02,QA inspection delays,2023-04-11,Type 3,2023-04-13,2023-04-28,Product_1173,Description of item,125.47,Rep C,4939.24,Zone B
Branch 2,Customer_9568,North,ORD430021,LINE126950,On Hold,SHP224729,,2023-12-16,QA inspection delays,2023-11-24,Type 1,2023-11-26,2023-12-05,Product_10996,Description of item,256.52,Rep B,3004.52,Zone B
Branch 1,Customer_2842,North,ORD425417,LINE657199,Shipped,SHP147490,,2024-12-11,production capacity limits,2024-11-22,Type 2,2024-11-24,2024-12-09,Product_9057,Description of item,202.87,Rep C,552.03,Zone D
Branch 2,Customer_1195,East,ORD903156,LINE436321,On Hold,SHP266452,,2022-06-25,inflation impact,2022-06-14,Type 3,2022-06-16,2022-06-22,Product_4452,Description of item,359.42,Rep B,4414.6,Zone A
Branch 2,Customer_9978,South,ORD280310,LINE649906,Processing,SHP604175,,2023-06-19,on track,2023-06-02,Type 1,2023-06-04,2023-06-20,Product_9763,Description of item,354.56,Rep D,3746.65,Zone D
Branch 4,Customer_9755,South,ORD743774,LINE678966,Delivered,SHP596575,,2021-08-31,labor shortage,2021-08-10,Type 1,2021-08-12,2021-08-28,Product_11220,Description of item,219.21,Rep C,4995.65,Zone D
Branch 1,Customer_2734,West,ORD853294,LINE880207,Shipped,SHP653450,URGENT,2022-12-25,raw material shortage,2022-11-28,Type 1,2022-11-30,2022-12-17,Product_490,Description of item,171.8,Rep A,7637.38,Zone C
Branch 1,Customer_6372,East,ORD989713,LINE434125,Shipped,SHP713962,,2021-10-01,customs backlog,2021-09-17,Type 3,2021-09-19,2021-09-23,Product_7340,Description of item,189.78,Rep C,6186.98,Zone D
Branch 4,Customer_4816,West,ORD450747,LINE553143,Shipped,SHP453486,URGENT,2025-02-09,other issue,2025-01-05,Type 1,2025-01-07,2025-02-03,Product_11542,Description of item,345.08,Rep B,4092.19,Zone B
Branch 1,Customer_5166,North,ORD425597,LINE617937,Delivered,SHP865856,,2021-03-24,on track,2021-03-15,Type 3,2021-03-17,2021-03-24,Product_9769,Description of item,89.95,Rep A,1100.38,Zone A
Branch 4,Customer_3188,North,ORD479183,LINE924334,Processing,SHP507760,,2022-03-20,raw material shortage,2022-02-27,Type 3,2022-03-01,2022-03-05,Product_37,Description of item,427.17,Rep A,3319.57,Zone B
Branch 4,Customer_2224,East,ORD847293,LINE622114,Delivered,SHP356558,,2024-04-08,demand surge,2024-03-15,Type 3,2024-03-17,2024-03-20,Product_1069,Description of item,153.23,Rep A,8838.02,Zone B
Branch 1,Customer_2824,East,ORD947476,LINE576264,Shipped,SHP715741,,2024-04-11,production capacity limits,2024-03-10,Type 1,2024-03-12,2024-03-28,Product_10250,Description of item,68.22,Rep D,9392.89,Zone C
Branch 3,Customer_5883,North,ORD462908,LINE412968,Shipped,SHP893362,,2022-06-30,on track,2022-06-24,Type 3,2022-06-26,2022-07-01,Product_4591,Description of item,258.21,Rep C,6769.42,Zone D
Branch 3,Customer_4963,East,ORD895059,LINE606290,On Hold,SHP933901,URGENT,2022-09-07,on track,2022-09-02,Type 1,2022-09-04,2022-09-09,Product_8217,Description of item,250.35,Rep D,6008.95,Zone B
Branch 1,Customer_4764,South,ORD750689,LINE899494,On Hold,SHP118132,,2020-08-22,on track,2020-08-08,Type 2,2020-08-10,2020-08-23,Product_10417,Description of item,433.06,Rep C,7474.27,Zone B
Branch 1,Customer_8317,West,ORD843556,LINE124637,Shipped,SHP210133,,2020-07-02,COVID-19 disruption,2020-05-30,Type 2,2020-06-01,2020-06-13,Product_988,Description of item,120.14,Rep A,5192.41,Zone B
Branch 2,Customer_4530,West,ORD638212,LINE774711,Delivered,SHP620856,URGENT,2024-04-24,on track,2024-04-21,Type 2,2024-04-23,2024-04-26,Product_5970,Description of item,431.07,Rep C,2035.75,Zone C
Branch 1,Customer_2942,South,ORD994645,LINE963394,On Hold,SHP592498,,2024-07-26,demand surge,2024-07-03,Type 2,2024-07-05,2024-07-12,Product_6238,Description of item,320.8,Rep D,4176.51,Zone A
Branch 2,Customer_1031,East,ORD420314,LINE501703,On Hold,SHP514076,,2025-02-10,other issue,2025-01-03,Type 3,2025-01-05,2025-01-29,Product_619,Description of item,21.43,Rep B,6176.86,Zone D
Branch 3,Customer_2872,West,ORD978347,LINE709804,Processing,SHP266112,,2021-11-09,shipping container shortage,2021-10-21,Type 2,2021-10-23,2021-11-05,Product_1709,Description of item,475.16,Rep A,8776.55,Zone D
